mode,avg,median,max,min,maxfreq,maxfreq_power,second_maxfreq,second_maxfreq_power
rtty100_850,2.28E-17,0.996603567,1.144384737,1.133185533,918,980.2249756,1849,849.5368652
rtty100_850,2.36E-17,0.972706375,1.133944395,1.152468639,953,807.6408691,757,710.1535645
rtty100_850,2.17E-17,0.011740879,1.136033056,1.120332626,1212,913.8859253,753,884.7344971
rtty100_850,1.21E-17,0.019740851,1.113835459,1.139843467,931,1009.009338,1849,783.3173218
rtty100_850,1.57E-17,0.854225812,1.13842472,1.179140305,957,861.3469238,1199,768.8433838
rtty100_850,3.01E-17,0.024183811,1.137690697,1.13127837,954,1108.527466,4,969.1969604
rtty100_850,3.13E-17,0.145047025,1.195310912,1.12963915,917,770.6534424,352,763.3175049
rtty100_850,1.27E-17,1.04816177,1.126147518,1.132239689,882,1015.829346,1775,786.5965576
rtty100_850,2.88E-17,0.02036753,1.115584062,1.151464134,1172,1169.937744,1562,745.2277222
rtty100_850,1.71E-17,0.981395095,1.125740932,1.155092871,925,821.8451538,169,691.4277954
rtty100_850,2.57E-17,1.036000178,1.150156592,1.172369717,960,1199.421265,1663,832.4442139
rtty100_850,8.02E-18,0.699504989,1.130501895,1.145875739,810,810.4883423,452,750.3795776
rtty100_850,3.84E-17,1.054714218,1.142776332,1.143464701,1165,789.0166016,431,772.2324829
rtty100_850,2.79E-17,0.009173776,1.153617964,1.142521177,1239,1083.063599,877,914.0401611
rtty100_850,3.04E-17,0.026813573,1.147052883,1.146434354,1190,995.90625,448,715.0263672
rtty100_850,2.08E-17,0.999044679,1.114134262,1.117869756,1241,869.7949219,1674,687.256958
rtty100_850,2.19E-17,0.976025305,1.116873026,1.139122416,883,1143.534302,509,962.3370972
rtty100_850,3.28E-17,0.096595127,1.109587136,1.104853284,807,979.152832,931,967.7454224
rtty100_850,1.85E-17,0.01832223,1.121264786,1.128913625,1228,1326.15271,1843,734.2077026
rtty100_850,2.81E-17,0.009545111,1.148308658,1.139143046,830,1089.741089,1205,848.9292603
rtty100_850,1.16E-17,0.040635799,1.127114073,1.146041946,1175,1007.574158,1444,826.8522949
rtty100_850,1.62E-17,0.01978671,1.13363343,1.1687475,936,1174.895386,1122,924.3562012
rtty100_850,2.88E-17,0.143175063,1.141234646,1.132279282,937,933.1665649,482,831.550293
rtty100_850,2.24E-17,0.997339399,1.112445438,1.137016104,865,1042.613525,1378,934.3104858
rtty100_850,4.11E-17,0.033213366,1.11785679,1.21484716,827,1028.599854,98,578.3428345
rtty100_850,2.79E-17,1.048591143,1.12878689,1.138268875,1127,918.0645752,459,737.9235229
rtty100_850,2.80E-17,1.012926327,1.139142697,1.151954229,907,847.4213257,1838,681.5112305
rtty100_850,4.47E-18,0.092136026,1.134908126,1.146104485,1241,1189.609985,336,919.9865723
rtty100_850,4.03E-17,0.074475187,1.099220585,1.133349243,851,1096.968262,680,1002.011841
rtty100_850,2.82E-17,1.035532637,1.125629116,1.117685373,1130,812.7474976,217,775.581543
rtty100_850,1.40E-17,0.018637107,1.138937631,1.134793352,1227,769.6264648,625,720.5769653
rtty100_850,7.37E-18,0.007605072,1.19152059,1.115735146,1215,771.2556152,1486,733.5757446
rtty100_850,3.27E-17,1.054768274,1.119247459,1.127139787,1159,1299.4104,685,682.3619995
rtty100_850,1.84E-17,0.958935681,1.142900852,1.11771268,1108,1110.713867,576,587.9937134
rtty100_850,2.58E-17,0.014121348,1.128261073,1.109903776,1193,1173.80127,1711,903.0437622
rtty100_850,2.14E-17,1.021721637,1.147777929,1.107071818,809,1063.463745,1585,1016.06604
rtty100_850,1.94E-17,1.116869545,1.137148593,1.125534349,1187,1180.617432,1815,887.5231323
rtty100_850,4.19E-17,1.063035714,1.147910412,1.179832988,1222,887.4802856,298,819.9958496
rtty100_850,4.87E-17,1.056156762,1.142907229,1.127684338,917,1154.162842,1754,922.230896
rtty100_850,2.14E-17,0.027575324,1.155548674,1.141816013,1201,1104.928589,589,1010.296692
rtty100_850,2.62E-17,0.359834199,1.110401585,1.130035182,1203,898.0115356,1648,840.9083252
rtty100_850,2.02E-17,1.041528313,1.152764536,1.122945034,1089,1076.650513,635,997.2462158
rtty100_850,3.90E-17,0.983433624,1.131656389,1.142793595,1140,1304.561401,253,766.3169556
rtty100_850,4.02E-17,0.557016581,1.115375897,1.176967525,839,798.9758301,421,740.3482056
rtty100_850,3.63E-17,0.993895826,1.112770847,1.135258711,824,876.6628418,1670,722.8026123
rtty100_850,4.37E-17,0.241748365,1.129800461,1.188565568,892,1039.246948,488,897.321167
rtty100_850,2.33E-17,0.985528534,1.110616746,1.132741847,846,1204.35083,1920,742.7894897
rtty100_850,3.34E-17,1.048501664,1.138927311,1.14259318,1250,953.7044067,1972,788.9622192
rtty100_850,2.63E-17,0.263862794,1.109326401,1.159587561,867,943.3751221,243,849.0096436
rtty100_850,3.57E-17,0.027349614,1.124934099,1.169300798,1223,1111.54834,514,977.0183105
rtty100_850,4.16E-17,0.01898804,1.140495961,1.12591395,1246,1091.500366,1942,787.1640015
rtty100_850,3.01E-17,0.335761113,1.131389597,1.13604606,801,1026.624634,75,1022.701416
rtty100_850,2.44E-17,0.157815173,1.123057724,1.137471388,1167,835.4124146,1904,743.3334351
rtty100_850,3.13E-17,1.020477696,1.135757408,1.139851062,859,1040.41333,987,907.4907837
rtty100_850,2.32E-17,0.710022229,1.129542656,1.148723406,1162,1008.069885,264,859.7664795
rtty100_850,2.76E-17,0.422398408,1.121061398,1.122402104,1182,1173.231201,42,927.1412354
rtty100_850,1.59E-17,0.098406526,1.118190154,1.129647686,1148,1058.425537,365,785.1644287
rtty100_850,3.99E-17,0.662893499,1.132003316,1.102200236,1180,1112.646118,106,966.1575317
rtty100_850,2.58E-17,1.022834005,1.136745739,1.147540979,1188,803.7449951,313,718.7080688
rtty100_850,7.76E-18,1.005273255,1.13320966,1.143435985,1174,811.1523438,1693,713.479187
rtty100_850,2.80E-17,0.980051569,1.11500873,1.139540624,914,1008.004028,1631,587.5617065
rtty100_850,2.42E-17,0.012790678,1.155517473,1.155285894,1162,996.2169189,1702,971.0545654
rtty100_850,1.91E-17,0.111828341,1.148143457,1.123158324,1175,853.2209473,381,794.4833374
rtty100_850,3.77E-17,1.03051064,1.11737047,1.110661432,940,1146.867065,415,857.1118164
rtty100_850,3.25E-17,0.02443115,1.122033433,1.123542288,1105,1099.175659,1223,564.9647827
rtty100_850,2.06E-17,0.169503061,1.127016506,1.14483178,821,1085.130005,1851,936.1372681
rtty100_850,1.08E-17,1.028382827,1.150415819,1.108755915,886,1041.738403,117,1038.275635
rtty100_850,3.66E-17,1.060187897,1.120765073,1.169930598,1138,856.2393799,1287,655.0513916
rtty100_850,3.74E-17,0.095321294,1.147718617,1.147393422,1146,1164.312866,89,932.0297852
rtty100_850,3.44E-17,1.010952042,1.120559639,1.122490926,1115,1056.041504,1768,1016.387878
rtty100_850,2.52E-17,1.043489474,1.136413905,1.159948581,1126,918.7617798,1436,826.6114502
rtty100_850,2.64E-17,0.030992768,1.098070601,1.110632078,1121,1060.854614,302,782.0516357
rtty100_850,3.07E-17,0.007984506,1.123543596,1.141205671,1251,969.5942383,782,744.2404785
rtty100_850,6.01E-18,0.990110256,1.135083941,1.143768031,797,1113.484375,340,989.0671387
rtty100_850,1.24E-17,0.990345296,1.125869367,1.12306765,955,934.5685425,644,879.7337646
rtty100_850,3.94E-17,0.048904994,1.120041046,1.109803999,1196,848.1011353,1823,715.9432983
rtty100_850,3.27E-17,0.980982249,1.153022055,1.129769658,1111,1037.84314,1361,1007.331909
rtty100_850,3.63E-17,0.424821132,1.139942234,1.118577598,1222,809.5865479,1495,711.2924805
rtty100_850,3.64E-17,0.024084634,1.135194469,1.149761496,926,792.6606445,1476,744.2747192
rtty100_850,2.88E-17,0.007298331,1.161628677,1.199587031,965,1069.141724,1771,891.0744019
rtty100_850,3.23E-17,0.013704118,1.119400653,1.129367815,856,874.3059082,166,852.6811523
rtty100_850,2.78E-17,1.025805651,1.119138212,1.108113562,1185,916.3132324,1623,731.7869873
rtty100_850,2.78E-17,0.828885605,1.10637568,1.147026849,1168,897.6768188,1959,749.0525513
rtty100_850,3.89E-17,0.012278277,1.12148247,1.130935469,870,1009.077332,1914,940.9295654
rtty100_850,3.57E-17,0.031887613,1.114499083,1.134987977,1181,1067.766846,181,1025.634155
rtty100_850,2.62E-17,0.377487602,1.21296057,1.140159038,1143,1197.577271,1488,880.1835327
rtty100_850,2.14E-17,0.795435322,1.133464788,1.155394033,874,886.3417969,1638,816.5793457
rtty100_850,2.90E-17,0.078109801,1.134996812,1.135379143,859,1048.311279,1662,772.3685913
rtty100_850,2.01E-17,0.009731648,1.115136158,1.132300718,1143,1103.121826,34,972.2398071
rtty100_850,2.88E-17,0.998744822,1.183739765,1.118906756,921,1135.928223,379,633.6928101
rtty100_850,1.09E-17,1.015751276,1.137588113,1.12012231,806,1075.174194,1740,1013.937744
rtty100_850,2.75E-17,0.809503715,1.137393846,1.140121917,1163,959.9023438,45,709.6876831
rtty100_850,3.24E-17,1.049369459,1.138815963,1.136623668,963,1210.322876,766,804.0999756
rtty100_850,2.60E-17,0.030237146,1.119327686,1.167619602,1153,997.217041,1970,867.9396973
rtty100_850,2.10E-17,0.043991424,1.147668977,1.135739391,828,1034.053467,1602,814.1887207
rtty100_850,2.28E-17,1.061713908,1.111338361,1.131954709,847,1174.540283,1414,722.3204956
rtty100_850,2.81E-17,0.017591888,1.131603481,1.156165188,1154,1107.717041,761,922.2723389
rtty100_850,3.56E-17,1.047034262,1.156640665,1.141431078,877,1272.761353,1685,793.4866943
rtty100_850,3.20E-17,0.024845219,1.135630462,1.136259659,945,1061.059937,1474,1035.798828
rtty100_850,3.55E-17,1.016605977,1.12716467,1.152709495,904,800.3800659,1631,733.2564697
rtty100_850,3.36E-17,0.284180151,1.121450298,1.113777347,1098,993.9904785,1192,790.5859375
rtty100_850,1.65E-17,0.232922191,1.12697192,1.125695924,1090,1011.636658,1592,987.1940308
rtty100_850,1.68E-17,0.077123979,1.113706664,1.166485482,892,1167.720581,1684,950.598877
rtty100_850,1.87E-17,1.023540464,1.165359185,1.133198219,1243,1111.499023,719,918.9102783
rtty100_850,2.38E-17,0.053148873,1.164187083,1.087437337,944,1249.086426,1035,765.4557495
rtty100_850,3.38E-17,0.029054092,1.11220566,1.131843411,1147,1136.913818,231,934.2213135
rtty100_850,2.36E-17,0.333349791,1.116100817,1.133144874,856,946.6484985,2002,816.0770264
rtty100_850,1.37E-17,0.008079973,1.114169406,1.126476991,1195,1059.437134,1975,1005.352661
rtty100_850,4.32E-17,0.003696985,1.161485993,1.133911959,1244,1084.973511,1582,868.8309937
rtty100_850,9.76E-18,1.023867592,1.142745593,1.158100777,949,971.1681519,318,731.5838013
rtty100_850,1.26E-17,0.58750874,1.103461114,1.128491465,1141,1091.04895,474,1015.939087
rtty100_850,3.91E-17,1.0013238,1.148591043,1.113417464,1148,1107.202881,688,936.137207
rtty100_850,3.27E-17,0.023986498,1.142015149,1.121865231,1091,1118.495605,1255,892.1750488
rtty100_850,3.51E-17,1.003023317,1.152451536,1.129741862,1150,1039.338745,1501,979.3219604
rtty100_850,2.68E-17,0.016964802,1.113182239,1.159429444,1117,946.034729,236,838.2312012
rtty100_850,3.51E-17,0.035493557,1.13326289,1.140742311,832,884.1587524,77,733.0426025
rtty100_850,2.79E-17,0.789846915,1.133473219,1.180280704,1231,1311.409058,1356,780.4472656
rtty100_850,2.89E-17,0.232129153,1.11789155,1.131825331,1102,1078.072388,405,1003.7052
rtty100_850,1.80E-17,0.051206667,1.100231202,1.119001332,1241,1169.128296,386,906.8589478
rtty100_850,2.08E-17,1.050799263,1.121258911,1.12451603,1119,1059.465576,1494,970.0230713
rtty100_850,2.30E-17,0.720369717,1.139943531,1.11978439,1242,993.7958984,188,721.4545898
rtty100_850,2.47E-17,1.011045848,1.114060293,1.15454674,834,1163.485962,573,941.7952881
rtty100_850,2.14E-17,1.035026285,1.131946908,1.146366503,1116,765.7421875,1529,735.6331787
rtty100_850,3.28E-17,1.024693728,1.153513564,1.113225877,829,1108.046997,962,969.3986206
rtty100_850,3.76E-17,1.017513562,1.136647241,1.117779045,1183,1114.209717,2003,980.6776123
rtty100_850,2.73E-17,0.054945991,1.116744438,1.149950995,1218,1065.191284,435,833.6480713
rtty100_850,3.88E-17,0.848153332,1.124391987,1.164233226,840,1233.625977,2001,768.303833
rtty100_850,4.23E-17,1.022870899,1.109777445,1.131096655,958,819.5150146,715,744.0727539
rtty100_850,3.28E-17,0.015812113,1.176058397,1.114559463,829,880.9478149,1763,647.0097046
rtty100_850,3.73E-17,0.098403199,1.140907505,1.127835382,1202,1411.981689,278,680.4828491
rtty100_850,3.14E-17,1.039641515,1.146883444,1.136616364,1182,828.5317993,1619,705.2017822
rtty100_850,3.01E-17,1.051075509,1.138416701,1.163944855,887,1070.15564,1272,996.0999756
rtty100_850,3.06E-17,0.02599987,1.147149344,1.133914639,1195,1130.492432,567,980.9296875
rtty100_850,1.54E-17,1.065859359,1.142060456,1.121829247,1172,1001.216675,77,800.4632568
rtty100_850,2.97E-17,0.041461512,1.136075545,1.10372632,1252,1164.465942,1888,665.1471558
rtty100_850,2.62E-17,0.193985637,1.164587888,1.119132859,1230,1088.62146,509,992.5806274
rtty100_850,3.87E-17,1.017265647,1.153469221,1.131655621,1223,1023.699524,556,939.2937622
rtty100_850,3.36E-17,0.203695234,1.113635252,1.121453538,1132,875.6383057,1752,776.2366333
rtty100_850,2.54E-17,1.054554218,1.099647128,1.120971926,817,1032.548706,1851,950.9016724
rtty100_850,3.70E-17,0.865996725,1.126152836,1.125134965,1185,1013.976624,1605,867.324585
rtty100_850,1.40E-17,0.031668432,1.131727081,1.137263056,1189,913.4035034,1927,776.5293579
rtty100_850,3.39E-17,0.034584243,1.107321822,1.140029971,812,891.0095215,1486,660.5861816
rtty100_850,2.06E-17,0.12641474,1.577782514,1.61742575,833,801.9195557,2040,792.3887939
rtty100_850,1.96E-17,0.007290254,1.721256053,1.71740661,1189,679.8891602,52,589.8036499
rtty100_850,9.74E-18,0.655540751,1.633182826,1.71884326,867,613.1819458,61,584.1828003
rtty100_850,1.91E-17,0.642506341,1.545563766,1.615539836,913,907.882019,1984,887.4284668
rtty100_850,2.74E-17,0.077493441,1.561597562,1.634177558,1170,956.50177,1633,714.3248901
rtty100_850,1.35E-17,0.796004783,1.728017499,1.690538548,1251,717.4238281,1686,702.6812134
rtty100_850,1.58E-17,0.369813213,1.591747034,1.572480434,1164,744.6373291,994,697.126709
rtty100_850,2.76E-17,0.029335127,1.858030118,1.708848308,1085,751.5720215,111,676.2359619
rtty100_850,2.63E-17,0.558529854,1.94676306,2.036711189,1222,909.928772,393,693.5045776
rtty100_850,6.55E-18,0.826285474,1.629432376,1.655343525,1142,851.0825195,200,821.7203979
rtty100_850,1.49E-17,0.538336721,1.556059587,1.561666452,1094,994.6782227,1968,913.0795898
rtty100_850,2.49E-17,1.313539234,1.660774797,1.588356073,1206,872.3043823,1803,807.6938477
rtty100_850,2.21E-17,0.941363087,1.74731201,1.673965961,960,802.8912964,7,764.0481567
rtty100_850,1.52E-17,0.413566939,1.697064379,1.648672888,1138,820.8643188,98,653.4909668
rtty100_850,3.16E-17,0.879906333,1.8626192,1.865591136,1243,773.5476074,644,697.8768921
rtty100_850,2.93E-17,0.330567419,1.648178286,1.635979948,1086,1021.230591,1521,773.694397
rtty100_850,1.77E-17,0.351814917,1.640294496,1.64479049,1129,1049.122314,1408,655.8574829
rtty100_850,5.42E-18,0.477374995,1.64228229,1.689113626,1149,686.8457642,1040,679.7589111
rtty100_850,1.70E-17,0.292031991,1.522957434,1.504494441,1176,975.9689331,508,779.7008667
rtty100_850,3.13E-17,0.825335151,1.673473232,1.656813534,1150,948.4772949,1933,859.6957397
rtty100_850,1.23E-17,0.128857027,1.59057313,1.631530818,1242,921.1842041,1,710.328125
rtty100_850,2.06E-17,0.126970548,1.818778555,1.761801448,1218,950.5562134,1511,805.503418
rtty100_850,2.49E-17,0.368636577,1.644931898,1.637083195,1115,1063.57605,442,780.9973755
rtty100_850,1.31E-17,0.265616583,1.700198679,1.719808829,1211,768.5116577,1543,676.4562988
rtty100_850,1.95E-17,0.521065991,1.6342008,1.672293171,841,833.7686157,1783,796.6033325
rtty100_850,2.79E-17,0.158886298,1.535655902,1.56916244,823,1081.300293,1431,840.5795898
rtty100_850,2.58E-17,0.862254938,1.645588809,1.608329517,816,790.5211182,127,738.0574951
rtty100_850,2.00E-17,0.266051113,1.785986201,1.784501428,1103,861.7828369,505,790.8968506
rtty100_850,2.39E-17,0.375817154,1.657752372,1.652996421,811,676.4694214,731,597.1130981
rtty100_850,2.07E-17,0.106230859,1.6195064,1.71274025,1162,842.0842285,40,704.6243286
rtty100_850,2.10E-17,0.836593248,1.85415029,1.837752396,936,815.4085693,228,598.2965698
rtty100_850,2.02E-17,0.233232015,1.621418615,1.628149246,1216,718.6455078,706,620.3261719
rtty100_850,1.04E-17,0.293052371,1.624097364,1.667802259,1241,1041.288208,1788,698.6077881
rtty100_850,3.01E-17,0.485031739,1.567208154,1.533896454,1114,759.6603394,1999,747.1015625
rtty100_850,1.08E-17,0.042890642,1.650549811,1.630059094,893,797.2323608,105,693.8820801
rtty100_850,2.91E-17,0.06015884,1.570408981,1.585672196,805,1044.760132,1528,897.4612427
rtty100_850,2.13E-17,0.651604787,1.432875972,1.386535058,1211,1149.902954,430,847.8560791
rtty100_850,1.86E-17,0.168578053,1.683155278,1.641101547,853,1043.643555,399,724.7417603
rtty100_850,1.67E-17,0.468492777,1.781458317,1.824010179,847,784.2660522,1753,768.7896118
rtty100_850,1.64E-17,0.164465742,1.773188283,1.748575139,1137,890.427124,1556,754.020752
rtty100_850,2.61E-17,0.611767904,1.605655607,1.576725207,1167,755.8296509,191,637.9786987
rtty100_850,9.22E-18,0.589965704,1.499717761,1.491432976,837,764.4343872,193,640.9993896
rtty100_850,1.07E-17,0.258541786,1.52136337,1.504239969,1238,781.809021,1980,734.2963257
rtty100_850,8.15E-18,0.080950148,1.599755561,1.57024327,877,806.708252,13,643.798584
rtty100_850,1.21E-17,0.593406759,1.626996516,1.606358882,833,838.5976563,954,799.7437134
rtty100_850,2.57E-17,0.854750787,1.499172785,1.504504213,1128,1068.679565,27,597.3704224
rtty100_850,2.28E-17,0.193223372,1.733088505,1.691121798,862,804.5524292,389,697.7677612
rtty100_850,1.98E-17,0.051964961,1.657351792,1.658901513,955,768.4680786,1908,602.3433228
rtty100_850,1.68E-17,0.534914447,1.622783614,1.586936623,937,793.4099731,1417,649.4633789
rtty100_850,7.27E-18,0.543207264,1.529798217,1.531765486,875,809.6904907,1057,760.6292114
olivia32_1000,4.55E-17,0.350616029,1.21789077,1.227179255,999,332.5988159,209,309.7809753
olivia32_1000,3.10E-17,1.048809746,1.187183254,1.310103467,1194,410.5585327,393,339.2121582
olivia32_1000,2.32E-17,0.618548239,1.240269016,1.22436352,839,416.3009338,189,404.0354614
olivia32_1000,3.50E-17,0.954237185,1.254553521,1.236743112,918,406.4607544,1712,401.5541992
olivia32_1000,3.47E-17,0.037467913,1.32308281,1.136298069,1030,433.1132202,1818,423.4383545
olivia32_1000,2.28E-17,0.882332465,1.303383713,1.216470609,1079,249.2795105,1798,234.5561371
olivia32_1000,4.11E-17,1.127499261,1.278663484,1.185837641,1032,436.23526,90,371.8781738
olivia32_1000,3.12E-17,0.069742082,1.249870237,1.220481553,1078,519.7903442,108,434.169342
olivia32_1000,1.86E-17,0.672425926,1.232369257,1.216111395,841,415.9848328,99,402.9732971
olivia32_1000,2.54E-17,0.047107812,1.213367415,1.260706826,1038,369.1121521,1779,358.5005493
olivia32_1000,2.50E-17,0.318404227,1.215566603,1.260318156,1039,401.8743896,1900,363.9226685
olivia32_1000,1.45E-17,0.156579689,1.2279397,1.250192531,1153,435.0241089,1784,422.3465881
olivia32_1000,1.30E-17,0.221835796,1.21757213,1.256353966,964,289.1061096,1750,283.2487488
olivia32_1000,3.81E-17,0.051041604,1.197317924,1.220354351,1125,333.0802917,1334,299.097168
olivia32_1000,2.43E-17,0.147554338,1.220572247,1.23363187,1161,419.1640625,462,370.6749268
olivia32_1000,1.14E-17,1.092404121,1.237354881,1.213965511,921,265.2447815,351,261.428833
olivia32_1000,2.60E-17,0.083125216,1.216541753,1.263609795,933,436.3789978,305,413.4143677
olivia32_1000,2.66E-17,0.575244033,1.300150655,1.239502104,1185,242.3882904,1517,228.1500244
olivia32_1000,3.59E-17,0.984826591,1.249246506,1.204632106,1121,386.7259216,1234,374.3175354
olivia32_1000,1.83E-17,0.16988971,1.242130026,1.256452181,953,509.6123352,1554,461.742157
olivia32_1000,1.35E-17,0.209909773,1.243726681,1.228759015,1039,426.1302185,203,399.7896729
olivia32_1000,3.96E-17,0.185992873,1.210580113,1.247292709,968,370.3527222,1832,367.4700012
olivia32_1000,4.19E-17,0.436752891,1.222358269,1.246992923,1166,454.8663635,81,449.3977966
olivia32_1000,3.47E-17,0.974180579,1.324735191,1.187354814,916,446.8518066,161,416.5758972
olivia32_1000,2.51E-17,0.055342664,1.274646264,1.242646098,919,414.3679504,1611,392.1120605
olivia32_1000,2.22E-17,0.908744602,1.265200663,1.23983241,1085,405.837677,1942,405.6218872
olivia32_1000,1.55E-17,0.501684927,1.251447838,1.194326608,1037,235.1176453,608,233.977066
olivia32_1000,1.48E-17,1.118539556,1.217987703,1.230486995,912,437.5804443,1355,423.9131165
olivia32_1000,9.81E-18,1.132018096,1.154626249,1.354728634,1134,407.6870422,974,405.7721863
olivia32_1000,5.10E-17,0.682324135,1.234647063,1.188456452,865,419.6613464,585,371.3973083
olivia32_1000,1.04E-17,0.658823223,1.24182173,1.204337178,884,271.1029053,1797,260.5661316
olivia32_1000,3.00E-17,0.167095572,1.236136359,1.223139049,969,304.3336487,1378,290.4974976
olivia32_1000,5.55E-18,0.323287678,1.250633948,1.243270619,984,387.5131226,1908,376.229126
olivia32_1000,6.94E-18,1.209130353,1.205163272,1.327469132,1020,446.7538147,166,395.5018616
olivia32_1000,2.29E-17,0.503337494,1.276945594,1.25533523,1049,403.8613586,667,386.7540894
olivia32_1000,3.66E-17,0.385399303,1.219061076,1.226612233,1017,319.4272461,1777,311.8165588
olivia32_1000,2.69E-17,0.344083905,1.2180938,1.224856034,1015,423.0114746,1577,396.4558716
olivia32_1000,4.05E-17,0.54826045,1.241514356,1.244577596,1097,469.0698547,1338,413.2495422
olivia32_1000,3.69E-17,0.179050726,1.142588765,1.301882966,1169,423.4904785,1933,406.6176147
olivia32_1000,4.42E-17,0.042648237,1.215835002,1.241982049,1139,234.5987701,695,230.1391907
olivia32_1000,2.29E-17,0.874937385,1.228361595,1.263877412,979,400.640564,1916,387.8202209
olivia32_1000,3.57E-17,0.298174326,1.22516633,1.216395342,1013,389.8033447,1602,341.1245728
olivia32_1000,1.96E-17,0.886414773,1.241686504,1.191378347,1189,407.4543152,1716,366.5873718
olivia32_1000,1.10E-17,1.044599274,1.268131,1.229951589,1054,234.0470581,438,232.343811
olivia32_1000,5.24E-17,1.058294818,1.320547032,1.20259596,857,428.3510742,1994,396.1062317
olivia32_1000,3.86E-17,1.122794868,1.201980741,1.250700881,1215,231.7421112,228,230.29039
olivia32_1000,3.33E-17,0.310478178,1.21798736,1.213012356,969,400.6328125,250,376.8539124
olivia32_1000,3.71E-17,0.028391988,1.274419138,1.197628722,1216,394.3861694,642,381.9784851
olivia32_1000,3.07E-17,0.738998223,1.243482781,1.243931558,984,439.8757935,265,367.3429871
olivia32_1000,4.18E-17,0.644593132,1.295530627,1.165879468,954,429.4144592,62,421.0283203
olivia32_1000,9.54E-18,0.173011093,1.312133841,1.206419425,1032,572.3220215,1929,445.4691772
olivia32_1000,1.39E-17,0.072919082,1.168069872,1.324059294,959,239.4095612,392,233.5158997
olivia32_1000,3.33E-17,0.821847878,1.309729423,1.130233917,970,361.0536499,235,357.3990479
olivia32_1000,2.06E-17,0.052605935,1.222161885,1.222961541,974,346.8611145,1850,334.6686707
olivia32_1000,2.91E-17,1.005377466,1.251743316,1.243928653,1071,397.4562378,125,383.0159607
olivia32_1000,1.43E-17,0.826186085,1.288615019,1.190425337,1105,430.7922668,2003,356.9155579
olivia32_1000,2.82E-17,1.06873147,1.286625417,1.248233294,1079,235.5967407,1597,235.1234131
olivia32_1000,1.35E-17,0.324926628,1.29303441,1.193530363,948,425.3155823,1624,420.8156128
olivia32_1000,2.95E-17,0.999036716,1.22236029,1.217671798,1134,425.0924377,1489,390.8082275
olivia32_1000,3.28E-17,0.367675342,1.263598834,1.233229963,1096,396.4062195,1678,392.3504028
olivia32_1000,4.39E-17,0.990110364,1.200761243,1.316956224,1028,416.6569214,545,400.9020081
olivia32_1000,2.86E-17,0.346521574,1.179590254,1.316844718,825,317.6329651,1362,284.4641724
olivia32_1000,2.80E-17,0.808888118,1.254985819,1.257403251,956,433.8656006,2024,395.1889038
olivia32_1000,9.25E-18,0.574912187,1.27709673,1.266741548,942,564.2772217,624,560.9361572
olivia32_1000,3.95E-17,0.056613506,1.213650468,1.21579431,973,365.7131958,1454,315.1191406
olivia32_1000,3.71E-17,0.810107578,1.245657015,1.21447865,993,381.2638245,267,360.561615
olivia32_1000,2.17E-17,0.267166428,1.288995383,1.188267988,1060,398.5783081,2036,386.5153503
olivia32_1000,3.66E-17,0.166462653,1.216747793,1.239777266,877,546.4500732,103,508.5123901
olivia32_1000,1.65E-17,0.269496458,1.303307577,1.224410686,1056,555.0546875,1639,410.0116882
olivia32_1000,6.31E-18,0.021856292,1.220016486,1.257348391,961,392.1876221,558,371.9248352
olivia32_1000,1.55E-17,0.383134184,1.407789771,1.129502789,985,539.5806274,1717,446.7722473
olivia32_1000,2.06E-17,0.001542092,1.264598569,1.244775071,972,432.5895386,1322,384.9026489
olivia32_1000,3.37E-17,0.026089943,1.266542644,1.245040026,1072,283.9300537,43,264.1967468
olivia32_1000,7.32E-17,0.114106473,1.229450829,1.265740884,925,476.7094116,1511,468.1274414
olivia32_1000,2.50E-17,0.161603556,1.228718208,1.215642001,996,437.3597717,926,422.4411621
olivia32_1000,2.57E-17,0.019820798,1.25462283,1.215787632,1049,248.2165375,125,233.699585
olivia32_1000,1.75E-17,0.035690892,1.214702062,1.240079843,993,399.5050354,1970,376.0089722
olivia32_1000,1.42E-17,0.041608438,1.226458282,1.241684705,995,483.1700745,1991,475.8253174
olivia32_1000,2.33E-17,0.143904033,1.219767198,1.23177369,1140,415.7584229,2004,380.7052307
olivia32_1000,2.50E-17,0.250117675,1.335691567,1.163226545,949,417.2509155,1368,416.5184021
olivia32_1000,3.67E-17,0.363784206,1.242533193,1.247322147,944,442.5553589,292,442.2974854
olivia32_1000,2.79E-17,0.264966693,1.247285485,1.226427357,1225,459.5264282,559,445.844574
olivia32_1000,6.94E-18,1.124996909,1.167457131,1.308371696,1109,447.047699,276,359.2398376
olivia32_1000,2.11E-17,0.022744853,1.232272799,1.25627524,828,452.4289856,1279,429.1869812
olivia32_1000,2.65E-17,1.027349207,1.237913887,1.24049205,1093,345.5345764,1581,338.0808411
olivia32_1000,2.86E-17,0.114776755,1.157870707,1.296208495,1012,402.6440735,349,394.6231995
olivia32_1000,1.91E-17,0.036812252,1.248722881,1.249442379,1159,244.5054932,2018,243.5696716
olivia32_1000,1.40E-17,0.0855254,1.246074111,1.206077438,864,450.9052124,1478,359.9876709
olivia32_1000,2.98E-17,0.534742973,1.241678501,1.260446725,1170,534.6898193,282,473.1240845
olivia32_1000,2.04E-17,0.554107026,1.246402579,1.246960371,983,422.9864197,1577,412.5091858
olivia32_1000,4.11E-17,0.502627301,1.253653528,1.309073356,1142,561.4567871,652,522.4452515
